field_index,field_name,target_type,notes
743,pp_finish_call_btnLengthsLdr_7,float,
744,pp_finish_call_btnLengthsLdr_8,float,
745,pp_finish_call_btnLengthsLdr_9,float,
746,pp_finish_call_btnLengthsOnly_0,float,
747,pp_finish_call_btnLengthsOnly_1,float,
748,pp_finish_call_btnLengthsOnly_2,float,
749,pp_finish_call_btnLengthsOnly_3,float,
750,pp_finish_call_btnLengthsOnly_4,float,
751,pp_finish_call_btnLengthsOnly_5,float,
752,pp_finish_call_btnLengthsOnly_6,float,
753,pp_finish_call_btnLengthsOnly_7,float,
754,pp_finish_call_btnLengthsOnly_8,float,
755,pp_finish_call_btnLengthsOnly_9,float,
756,pp_race_shape_second_0,float,flag
757,pp_race_shape_second_1,float,flag
758,pp_race_shape_second_2,float,flag
759,pp_race_shape_second_3,float,flag
760,pp_race_shape_second_4,float,flag
761,pp_race_shape_second_5,float,flag
762,pp_race_shape_second_6,float,flag
763,pp_race_shape_second_7,float,flag
764,pp_race_shape_second_8,float,flag
765,pp_race_shape_second_9,float,flag
766,pp_pace_2f_0,float,
767,pp_pace_2f_1,float,
768,pp_pace_2f_2,float,
769,pp_pace_2f_3,float,
770,pp_pace_2f_4,float,
771,pp_pace_2f_5,float,
772,pp_pace_2f_6,float,
773,pp_pace_2f_7,float,
774,pp_pace_2f_8,float,
775,pp_pace_2f_9,float,
776,pp_pace_4f_0,float,
777,pp_pace_4f_1,float,
778,pp_pace_4f_2,float,
779,pp_pace_4f_3,float,
780,pp_pace_4f_4,float,
781,pp_pace_4f_5,float,
782,pp_pace_4f_6,float,
783,pp_pace_4f_7,float,
784,pp_pace_4f_8,float,
785,pp_pace_4f_9,float,
786,pp_pace_6f_0,float,
787,pp_pace_6f_1,float,
788,pp_pace_6f_2,float,
789,pp_pace_6f_3,float,
790,pp_pace_6f_4,float,
791,pp_pace_6f_5,float,
792,pp_pace_6f_6,float,
793,pp_pace_6f_7,float,
794,pp_pace_6f_8,float,
795,pp_pace_6f_9,float,
796,pp_pace_8f_0,float,
797,pp_pace_8f_1,float,
798,pp_pace_8f_2,float,
799,pp_pace_8f_3,float,
800,pp_pace_8f_4,float,
801,pp_pace_8f_5,float,
802,pp_pace_8f_6,float,
803,pp_pace_8f_7,float,
804,pp_pace_8f_8,float,
805,pp_pace_8f_9,float,
806,pp_pace_10f_0,float,
807,pp_pace_10f_1,float,
808,pp_pace_10f_2,float,
809,pp_pace_10f_3,float,
810,pp_pace_10f_4,float,
811,pp_pace_10f_5,float,
812,pp_pace_10f_6,float,
813,pp_pace_10f_7,float,
814,pp_pace_10f_8,float,
815,pp_pace_10f_9,float,
816,pp_pace_Late_0,float,
817,pp_pace_Late_1,float,
818,pp_pace_Late_2,float,
819,pp_pace_Late_3,float,
820,pp_pace_Late_4,float,
821,pp_pace_Late_5,float,
822,pp_pace_Late_6,float,
823,pp_pace_Late_7,float,
824,pp_pace_Late_8,float,
825,pp_pace_Late_9,float,
826,pp_race_rating_0,float,
827,pp_race_rating_1,float,
828,pp_race_rating_2,float,
829,pp_race_rating_3,float,
830,pp_race_rating_4,float,
831,pp_race_rating_5,float,
832,pp_race_rating_6,float,
833,pp_race_rating_7,float,
834,pp_race_rating_8,float,
835,pp_race_rating_9,float,
836,pp_race_pace_0,float,
837,pp_race_pace_1,float,
838,pp_race_pace_2,float,
839,pp_race_pace_3,float,
840,pp_race_pace_4,float,
841,pp_race_pace_5,float,
842,pp_race_pace_6,float,
843,pp_race_pace_7,float,
844,pp_race_pace_8,float,
845,pp_race_pace_9,float,
846,pp_speed_HDW_0,float,
847,pp_speed_HDW_1,float,
848,pp_speed_HDW_2,float,
849,pp_speed_HDW_3,float,
850,pp_speed_HDW_4,float,
851,pp_speed_HDW_5,float,
852,pp_speed_HDW_6,float,
853,pp_speed_HDW_7,float,
854,pp_speed_HDW_8,float,
855,pp_speed_HDW_9,float,
856,pp_speed_DRF_0,float,
857,pp_speed_DRF_1,float,
858,pp_speed_DRF_2,float,
859,pp_speed_DRF_3,float,
860,pp_speed_DRF_4,float,
861,pp_speed_DRF_5,float,
862,pp_speed_DRF_6,float,
863,pp_speed_DRF_7,float,
864,pp_speed_DRF_8,float,
865,pp_speed_DRF_9,float,
866,pp_trackvariant_DRF_0,float,
867,pp_trackvariant_DRF_1,float,
868,pp_trackvariant_DRF_2,float,
869,pp_trackvariant_DRF_3,float,
870,pp_trackvariant_DRF_4,float,
871,pp_trackvariant_DRF_5,float,
872,pp_trackvariant_DRF_6,float,
873,pp_trackvariant_DRF_7,float,
874,pp_trackvariant_DRF_8,float,
875,pp_trackvariant_DRF_9,float,
876,pp_fraction_2f_0,datetime.time_interval,unit = seconds
877,pp_fraction_2f_1,datetime.time_interval,unit = seconds
878,pp_fraction_2f_2,datetime.time_interval,unit = seconds
879,pp_fraction_2f_3,datetime.time_interval,unit = seconds
880,pp_fraction_2f_4,datetime.time_interval,unit = seconds
881,pp_fraction_2f_5,datetime.time_interval,unit = seconds
882,pp_fraction_2f_6,datetime.time_interval,unit = seconds
883,pp_fraction_2f_7,datetime.time_interval,unit = seconds
884,pp_fraction_2f_8,datetime.time_interval,unit = seconds
885,pp_fraction_2f_9,datetime.time_interval,unit = seconds
886,pp_fraction_3f_0,datetime.time_interval,unit = seconds
887,pp_fraction_3f_1,datetime.time_interval,unit = seconds
888,pp_fraction_3f_2,datetime.time_interval,unit = seconds
889,pp_fraction_3f_3,datetime.time_interval,unit = seconds
890,pp_fraction_3f_4,datetime.time_interval,unit = seconds
891,pp_fraction_3f_5,datetime.time_interval,unit = seconds
892,pp_fraction_3f_6,datetime.time_interval,unit = seconds
893,pp_fraction_3f_7,datetime.time_interval,unit = seconds
894,pp_fraction_3f_8,datetime.time_interval,unit = seconds
895,pp_fraction_3f_9,datetime.time_interval,unit = seconds
896,pp_fraction_4f_0,datetime.time_interval,unit = seconds
897,pp_fraction_4f_1,datetime.time_interval,unit = seconds
898,pp_fraction_4f_2,datetime.time_interval,unit = seconds
899,pp_fraction_4f_3,datetime.time_interval,unit = seconds
900,pp_fraction_4f_4,datetime.time_interval,unit = seconds
901,pp_fraction_4f_5,datetime.time_interval,unit = seconds
902,pp_fraction_4f_6,datetime.time_interval,unit = seconds
903,pp_fraction_4f_7,datetime.time_interval,unit = seconds
904,pp_fraction_4f_8,datetime.time_interval,unit = seconds
905,pp_fraction_4f_9,datetime.time_interval,unit = seconds
906,pp_fraction_5f_0,datetime.time_interval,unit = seconds
907,pp_fraction_5f_1,datetime.time_interval,unit = seconds
908,pp_fraction_5f_2,datetime.time_interval,unit = seconds
909,pp_fraction_5f_3,datetime.time_interval,unit = seconds
910,pp_fraction_5f_4,datetime.time_interval,unit = seconds
911,pp_fraction_5f_5,datetime.time_interval,unit = seconds
912,pp_fraction_5f_6,datetime.time_interval,unit = seconds
913,pp_fraction_5f_7,datetime.time_interval,unit = seconds
914,pp_fraction_5f_8,datetime.time_interval,unit = seconds
915,pp_fraction_5f_9,datetime.time_interval,unit = seconds
916,pp_fraction_6f_0,datetime.time_interval,unit = seconds
917,pp_fraction_6f_1,datetime.time_interval,unit = seconds
918,pp_fraction_6f_2,datetime.time_interval,unit = seconds
919,pp_fraction_6f_3,datetime.time_interval,unit = seconds
920,pp_fraction_6f_4,datetime.time_interval,unit = seconds
921,pp_fraction_6f_5,datetime.time_interval,unit = seconds
922,pp_fraction_6f_6,datetime.time_interval,unit = seconds
923,pp_fraction_6f_7,datetime.time_interval,unit = seconds
924,pp_fraction_6f_8,datetime.time_interval,unit = seconds
925,pp_fraction_6f_9,datetime.time_interval,unit = seconds
926,pp_fraction_7f_0,datetime.time_interval,unit = seconds
927,pp_fraction_7f_1,datetime.time_interval,unit = seconds
928,pp_fraction_7f_2,datetime.time_interval,unit = seconds
929,pp_fraction_7f_3,datetime.time_interval,unit = seconds
930,pp_fraction_7f_4,datetime.time_interval,unit = seconds
931,pp_fraction_7f_5,datetime.time_interval,unit = seconds
932,pp_fraction_7f_6,datetime.time_interval,unit = seconds
933,pp_fraction_7f_7,datetime.time_interval,unit = seconds
934,pp_fraction_7f_8,datetime.time_interval,unit = seconds
935,pp_fraction_7f_9,datetime.time_interval,unit = seconds
936,pp_fraction_8f_0,datetime.time_interval,unit = seconds
937,pp_fraction_8f_1,datetime.time_interval,unit = seconds
938,pp_fraction_8f_2,datetime.time_interval,unit = seconds
939,pp_fraction_8f_3,datetime.time_interval,unit = seconds
940,pp_fraction_8f_4,datetime.time_interval,unit = seconds
941,pp_fraction_8f_5,datetime.time_interval,unit = seconds
942,pp_fraction_8f_6,datetime.time_interval,unit = seconds
943,pp_fraction_8f_7,datetime.time_interval,unit = seconds
944,pp_fraction_8f_8,datetime.time_interval,unit = seconds
945,pp_fraction_8f_9,datetime.time_interval,unit = seconds
946,pp_fraction_10f_0,datetime.time_interval,unit = seconds
947,pp_fraction_10f_1,datetime.time_interval,unit = seconds
948,pp_fraction_10f_2,datetime.time_interval,unit = seconds
949,pp_fraction_10f_3,datetime.time_interval,unit = seconds
950,pp_fraction_10f_4,datetime.time_interval,unit = seconds
951,pp_fraction_10f_5,datetime.time_interval,unit = seconds
952,pp_fraction_10f_6,datetime.time_interval,unit = seconds
953,pp_fraction_10f_7,datetime.time_interval,unit = seconds
954,pp_fraction_10f_8,datetime.time_interval,unit = seconds
955,pp_fraction_10f_9,datetime.time_interval,unit = seconds
956,pp_fraction_12f_0,datetime.time_interval,unit = seconds
957,pp_fraction_12f_1,datetime.time_interval,unit = seconds
958,pp_fraction_12f_2,datetime.time_interval,unit = seconds
959,pp_fraction_12f_3,datetime.time_interval,unit = seconds
960,pp_fraction_12f_4,datetime.time_interval,unit = seconds
961,pp_fraction_12f_5,datetime.time_interval,unit = seconds
962,pp_fraction_12f_6,datetime.time_interval,unit = seconds
963,pp_fraction_12f_7,datetime.time_interval,unit = seconds
964,pp_fraction_12f_8,datetime.time_interval,unit = seconds
965,pp_fraction_12f_9,datetime.time_interval,unit = seconds
966,pp_fraction_14f_0,datetime.time_interval,unit = seconds
967,pp_fraction_14f_1,datetime.time_interval,unit = seconds
968,pp_fraction_14f_2,datetime.time_interval,unit = seconds
969,pp_fraction_14f_3,datetime.time_interval,unit = seconds
970,pp_fraction_14f_4,datetime.time_interval,unit = seconds
971,pp_fraction_14f_5,datetime.time_interval,unit = seconds
972,pp_fraction_14f_6,datetime.time_interval,unit = seconds
973,pp_fraction_14f_7,datetime.time_interval,unit = seconds
974,pp_fraction_14f_8,datetime.time_interval,unit = seconds
975,pp_fraction_14f_9,datetime.time_interval,unit = seconds
976,pp_fraction_16f_0,datetime.time_interval,unit = seconds
977,pp_fraction_16f_1,datetime.time_interval,unit = seconds
978,pp_fraction_16f_2,datetime.time_interval,unit = seconds
979,pp_fraction_16f_3,datetime.time_interval,unit = seconds
980,pp_fraction_16f_4,datetime.time_interval,unit = seconds
981,pp_fraction_16f_5,datetime.time_interval,unit = seconds
982,pp_fraction_16f_6,datetime.time_interval,unit = seconds
983,pp_fraction_16f_7,datetime.time_interval,unit = seconds
984,pp_fraction_16f_8,datetime.time_interval,unit = seconds
985,pp_fraction_16f_9,datetime.time_interval,unit = seconds
986,pp_fracsetting1_0,type_user_setting,Fractions:
987,pp_fracsetting1_1,type_user_setting,Fractions:
988,pp_fracsetting1_2,type_user_setting,Fractions:
989,pp_fracsetting1_3,type_user_setting,Fractions:
990,pp_fracsetting1_4,type_user_setting,Fractions:
991,pp_fracsetting1_5,type_user_setting,Fractions:
992,pp_fracsetting1_6,type_user_setting,Fractions:
993,pp_fracsetting1_7,type_user_setting,Fractions:
994,pp_fracsetting1_8,type_user_setting,Fractions:
995,pp_fracsetting1_9,type_user_setting,Fractions:
996,pp_fracsetting2_0,type_user_setting,Fractions:
997,pp_fracsetting2_1,type_user_setting,Fractions:
998,pp_fracsetting2_2,type_user_setting,Fractions:
999,pp_fracsetting2_3,type_user_setting,Fractions:
1000,pp_fracsetting2_4,type_user_setting,Fractions:
1001,pp_fracsetting2_5,type_user_setting,Fractions:
1002,pp_fracsetting2_6,type_user_setting,Fractions:
1003,pp_fracsetting2_7,type_user_setting,Fractions:
1004,pp_fracsetting2_8,type_user_setting,Fractions:
1005,pp_fracsetting2_9,type_user_setting,Fractions:
1006,pp_fracsetting3_0,type_user_setting,Fractions:
1007,pp_fracsetting3_1,type_user_setting,Fractions:
1008,pp_fracsetting3_2,type_user_setting,Fractions:
1009,pp_fracsetting3_3,type_user_setting,Fractions:
1010,pp_fracsetting3_4,type_user_setting,Fractions:
1011,pp_fracsetting3_5,type_user_setting,Fractions:
1012,pp_fracsetting3_6,type_user_setting,Fractions:
1013,pp_fracsetting3_7,type_user_setting,Fractions:
1014,pp_fracsetting3_8,type_user_setting,Fractions:
1015,pp_fracsetting3_9,type_user_setting,Fractions:
1016,pp_runup_dist_0,float,unit = yards
1017,pp_runup_dist_1,float,unit = yards
1018,pp_runup_dist_2,float,unit = yards
1019,pp_runup_dist_3,float,unit = yards
1020,pp_runup_dist_4,float,unit = yards
1021,pp_runup_dist_5,float,unit = yards
1022,pp_runup_dist_6,float,unit = yards
1023,pp_runup_dist_7,float,unit = yards
1024,pp_runup_dist_8,float,unit = yards
1025,pp_runup_dist_9,float,unit = yards
1026,pp_HDWRunstyle_0,type_pp_HDWRunstyle,
1027,pp_HDWRunstyle_1,type_pp_HDWRunstyle,
1028,pp_HDWRunstyle_2,type_pp_HDWRunstyle,
1029,pp_HDWRunstyle_3,type_pp_HDWRunstyle,
1030,pp_HDWRunstyle_4,type_pp_HDWRunstyle,
1031,pp_HDWRunstyle_5,type_pp_HDWRunstyle,
1032,pp_HDWRunstyle_6,type_pp_HDWRunstyle,
1033,pp_HDWRunstyle_7,type_pp_HDWRunstyle,
1034,pp_HDWRunstyle_8,type_pp_HDWRunstyle,
1035,pp_HDWRunstyle_9,type_pp_HDWRunstyle,
1036,pp_fraction_finaltime_0,datetime.time_interval,
1037,pp_fraction_finaltime_1,datetime.time_interval,
1038,pp_fraction_finaltime_2,datetime.time_interval,
1039,pp_fraction_finaltime_3,datetime.time_interval,
1040,pp_fraction_finaltime_4,datetime.time_interval,
1041,pp_fraction_finaltime_5,datetime.time_interval,
1042,pp_fraction_finaltime_6,datetime.time_interval,
1043,pp_fraction_finaltime_7,datetime.time_interval,
1044,pp_fraction_finaltime_8,datetime.time_interval,
1045,pp_fraction_finaltime_9,datetime.time_interval,
1046,pp_claimed_0,type_pp_claimed,
1047,pp_claimed_1,type_pp_claimed,
1048,pp_claimed_2,type_pp_claimed,
1049,pp_claimed_3,type_pp_claimed,
1050,pp_claimed_4,type_pp_claimed,
1051,pp_claimed_5,type_pp_claimed,
1052,pp_claimed_6,type_pp_claimed,
1053,pp_claimed_7,type_pp_claimed,
1054,pp_claimed_8,type_pp_claimed,
1055,pp_claimed_9,type_pp_claimed,
1056,pp_trainer_0,str,check if exists
1057,pp_trainer_1,str,check if exists
1058,pp_trainer_2,str,check if exists
1059,pp_trainer_3,str,check if exists
1060,pp_trainer_4,str,check if exists
1061,pp_trainer_5,str,check if exists
1062,pp_trainer_6,str,check if exists
1063,pp_trainer_7,str,check if exists
1064,pp_trainer_8,str,check if exists
1065,pp_trainer_9,str,check if exists
1066,pp_jockey_0,str,check if exists
1067,pp_jockey_1,str,check if exists
1068,pp_jockey_2,str,check if exists
1069,pp_jockey_3,str,check if exists
1070,pp_jockey_4,str,check if exists
1071,pp_jockey_5,str,check if exists
1072,pp_jockey_6,str,check if exists
1073,pp_jockey_7,str,check if exists
1074,pp_jockey_8,str,check if exists
1075,pp_jockey_9,str,check if exists
1076,pp_apprentice_wt_0,float,
1077,pp_apprentice_wt_1,float,
1078,pp_apprentice_wt_2,float,
1079,pp_apprentice_wt_3,float,
1080,pp_apprentice_wt_4,float,
1081,pp_apprentice_wt_5,float,
1082,pp_apprentice_wt_6,float,
1083,pp_apprentice_wt_7,float,
1084,pp_apprentice_wt_8,float,
1085,pp_apprentice_wt_9,float,
1086,pp_raceType_0,type_pp_raceType,check if exists
1087,pp_raceType_1,type_pp_raceType,check if exists
1088,pp_raceType_2,type_pp_raceType,check if exists
1089,pp_raceType_3,type_pp_raceType,check if exists
1090,pp_raceType_4,type_pp_raceType,check if exists
1091,pp_raceType_5,type_pp_raceType,check if exists
1092,pp_raceType_6,type_pp_raceType,check if exists
1093,pp_raceType_7,type_pp_raceType,check if exists
1094,pp_raceType_8,type_pp_raceType,check if exists
1095,pp_raceType_9,type_pp_raceType,check if exists
1096,pp_ageSexRestriction_0,type_pp_ageSexRestriction,check if exists
1097,pp_ageSexRestriction_1,type_pp_ageSexRestriction,check if exists
1098,pp_ageSexRestriction_2,type_pp_ageSexRestriction,check if exists
1099,pp_ageSexRestriction_3,type_pp_ageSexRestriction,check if exists
1100,pp_ageSexRestriction_4,type_pp_ageSexRestriction,check if exists
1101,pp_ageSexRestriction_5,type_pp_ageSexRestriction,check if exists
1102,pp_ageSexRestriction_6,type_pp_ageSexRestriction,check if exists
1103,pp_ageSexRestriction_7,type_pp_ageSexRestriction,check if exists
1104,pp_ageSexRestriction_8,type_pp_ageSexRestriction,check if exists
1105,pp_ageSexRestriction_9,type_pp_ageSexRestriction,check if exists
1106,pp_statebred_0,type_pp_statebred,
1107,pp_statebred_1,type_pp_statebred,
1108,pp_statebred_2,type_pp_statebred,
1109,pp_statebred_3,type_pp_statebred,
1110,pp_statebred_4,type_pp_statebred,
1111,pp_statebred_5,type_pp_statebred,
1112,pp_statebred_6,type_pp_statebred,
1113,pp_statebred_7,type_pp_statebred,
1114,pp_statebred_8,type_pp_statebred,
1115,pp_statebred_9,type_pp_statebred,
1116,pp_restrictedQualifier_0,type_pp_restrictedQualifier,
1117,pp_restrictedQualifier_1,type_pp_restrictedQualifier,
1118,pp_restrictedQualifier_2,type_pp_restrictedQualifier,
1119,pp_restrictedQualifier_3,type_pp_restrictedQualifier,
1120,pp_restrictedQualifier_4,type_pp_restrictedQualifier,
1121,pp_restrictedQualifier_5,type_pp_restrictedQualifier,
1122,pp_restrictedQualifier_6,type_pp_restrictedQualifier,
1123,pp_restrictedQualifier_7,type_pp_restrictedQualifier,
1124,pp_restrictedQualifier_8,type_pp_restrictedQualifier,
1125,pp_restrictedQualifier_9,type_pp_restrictedQualifier,
1126,pp_favorite_0,bool,1 = favorite
1127,pp_favorite_1,bool,1 = favorite
1128,pp_favorite_2,bool,1 = favorite
1129,pp_favorite_3,bool,1 = favorite
1130,pp_favorite_4,bool,1 = favorite
1131,pp_favorite_5,bool,1 = favorite
1132,pp_favorite_6,bool,1 = favorite
1133,pp_favorite_7,bool,1 = favorite
1134,pp_favorite_8,bool,1 = favorite
1135,pp_favorite_9,bool,1 = favorite
1136,pp_frontBandages_0,bool,1 = front wrap
1137,pp_frontBandages_1,bool,1 = front wrap
1138,pp_frontBandages_2,bool,1 = front wrap
1139,pp_frontBandages_3,bool,1 = front wrap
1140,pp_frontBandages_4,bool,1 = front wrap
1141,pp_frontBandages_5,bool,1 = front wrap
1142,pp_frontBandages_6,bool,1 = front wrap
1143,pp_frontBandages_7,bool,1 = front wrap
1144,pp_frontBandages_8,bool,1 = front wrap
1145,pp_frontBandages_9,bool,1 = front wrap
1146,runner_trainerstats_0,,flag
1147,runner_trainerstats_1,,flag
1148,runner_trainerstats_2,,flag
1149,runner_trainerstats_3,,flag
1150,runner_trainerstats_4,,flag
1151,runner_trainerstats_5,,flag
1152,runner_trainerstats_6,,flag
1153,runner_trainerstats_7,,flag
1154,runner_trainerstats_8,,flag
1155,runner_trainerstats_9,,flag
1156,runner_trainerstats_10,,flag
1157,runner_trainerstats_11,,flag
1158,runner_jockeystats_0,,flag
1159,runner_jockeystats_1,,flag
1160,runner_jockeystats_2,,flag
1161,runner_jockeystats_3,,flag
1162,runner_jockeystats_4,,flag
1163,runner_jockeystats_5,,flag
1164,runner_jockeystats_6,,flag
1165,runner_jockeystats_7,,flag
1166,runner_jockeystats_8,,flag
1167,pp_par_HDWSpeed_0,float,
1168,pp_par_HDWSpeed_1,float,
1169,pp_par_HDWSpeed_2,float,
1170,pp_par_HDWSpeed_3,float,
1171,pp_par_HDWSpeed_4,float,
1172,pp_par_HDWSpeed_5,float,
1173,pp_par_HDWSpeed_6,float,
1174,pp_par_HDWSpeed_7,float,
1175,pp_par_HDWSpeed_8,float,
1176,pp_par_HDWSpeed_9,float,
1177,runner_sire_studfee,float,
1178,runner_speed_HDWBest_fastTrack,float,
1179,runner_speed_HDWBest_turf,float,
1180,runner_speed_HDWBest_Offtrack,float,
1181,runner_speed_HDWBest_distance,float,
1182,pp_bar_shoe_0,type_pp_bar_shoe,
1183,pp_bar_shoe_1,type_pp_bar_shoe,
1184,pp_bar_shoe_2,type_pp_bar_shoe,
1185,pp_bar_shoe_3,type_pp_bar_shoe,
1186,pp_bar_shoe_4,type_pp_bar_shoe,
1187,pp_bar_shoe_5,type_pp_bar_shoe,
1188,pp_bar_shoe_6,type_pp_bar_shoe,
1189,pp_bar_shoe_7,type_pp_bar_shoe,
1190,pp_bar_shoe_8,type_pp_bar_shoe,
1191,pp_bar_shoe_9,type_pp_bar_shoe,
1192,pp_company_0,str,
1193,pp_company_1,str,
1194,pp_company_2,str,
1195,pp_company_3,str,
1196,pp_company_4,str,
1197,pp_company_5,str,
1198,pp_company_6,str,
1199,pp_company_7,str,
1200,pp_company_8,str,
1201,pp_company_9,str,
1202,pp_claimingprice_low_0,float,
1203,pp_claimingprice_low_1,float,
1204,pp_claimingprice_low_2,float,
1205,pp_claimingprice_low_3,float,
1206,pp_claimingprice_low_4,float,
1207,pp_claimingprice_low_5,float,
1208,pp_claimingprice_low_6,float,
1209,pp_claimingprice_low_7,float,
1210,pp_claimingprice_low_8,float,
1211,pp_claimingprice_low_9,float,
1212,pp_claimingprice_high_0,float,
1213,pp_claimingprice_high_1,float,
1214,pp_claimingprice_high_2,float,
1215,pp_claimingprice_high_3,float,
1216,pp_claimingprice_high_4,float,
1217,pp_claimingprice_high_5,float,
1218,pp_claimingprice_high_6,float,
1219,pp_claimingprice_high_7,float,
1220,pp_claimingprice_high_8,float,
1221,pp_claimingprice_high_9,float,
1222,runner_auction_price,float,
1223,runner_auction_location,str,
1224,race_reserved_1224,str,flag
1225,race_reserved_1225,str,flag
1226,race_reserved_1226,str,flag
1227,race_reserved_1227,str,flag
1228,race_reserved_1228,str,flag
1229,race_reserved_1229,str,flag
1230,race_reserved_1230,str,flag
1231,race_reserved_1231,str,flag
1232,race_reserved_1232,str,flag
1233,race_reserved_1233,str,flag
1234,race_reserved_1234,str,flag
1235,race_reserved_1235,str,flag
1236,race_reserved_1236,str,flag
1237,race_reserved_1237,str,flag
1238,race_reserved_1238,str,flag
1239,race_reserved_1239,str,flag
1240,race_reserved_1240,str,flag
1241,race_reserved_1241,str,flag
1242,race_reserved_1242,str,flag
1243,race_reserved_1243,str,flag
1244,race_reserved_1244,str,flag
1245,race_reserved_1245,str,flag
1246,race_reserved_1246,str,flag
1247,race_reserved_1247,str,flag
1248,race_reserved_1248,str,flag
1249,race_reserved_1249,str,flag
1250,race_reserved_1250,str,flag
1251,race_reserved_1251,str,flag
1252,race_reserved_1252,str,flag
1253,race_reserved_1253,str,flag
1254,pp_code_start_0,type_pp_code_start,
1255,pp_code_start_1,type_pp_code_start,
1256,pp_code_start_2,type_pp_code_start,
1257,pp_code_start_3,type_pp_code_start,
1258,pp_code_start_4,type_pp_code_start,
1259,pp_code_start_5,type_pp_code_start,
1260,pp_code_start_6,type_pp_code_start,
1261,pp_code_start_7,type_pp_code_start,
1262,pp_code_start_8,type_pp_code_start,
1263,pp_code_start_9,type_pp_code_start,
1264,runner_pedigree_HDWDirt,float,
1265,runner_pedigree_HDWMud,float,
1266,runner_pedigree_HDWTurf,float,
1267,runner_pedigree_HDWDist,float,
1268,race_reserved_1268,str,flag
1269,race_reserved_1269,str,flag
1270,race_reserved_1270,str,flag
1271,race_reserved_1271,str,flag
1272,race_reserved_1272,str,flag
1273,race_reserved_1273,str,flag
1274,race_reserved_1274,str,flag
1275,race_reserved_1275,str,flag
1276,race_reserved_1276,str,flag
1277,race_reserved_1277,str,flag
1278,race_reserved_1278,str,flag
1279,race_reserved_1279,str,flag
1280,race_reserved_1280,str,flag
1281,race_reserved_1281,str,flag
1282,race_reserved_1282,str,flag
1283,race_reserved_1283,str,flag
1284,race_reserved_1284,str,flag
1285,race_reserved_1285,str,flag
1286,race_reserved_1286,str,flag
1287,race_reserved_1287,str,flag
1288,race_reserved_1288,str,flag
1289,race_reserved_1289,str,flag
1290,race_reserved_1290,str,flag
1291,race_reserved_1291,str,flag
1292,race_reserved_1292,str,flag
1293,race_reserved_1293,str,flag
1294,race_reserved_1294,str,flag
1295,race_reserved_1295,str,flag
1296,race_reserved_1296,str,flag
1297,race_reserved_1297,str,flag
1298,race_reserved_1298,str,flag
1299,race_reserved_1299,str,flag
1300,race_reserved_1300,str,flag
1301,race_reserved_1301,str,flag
1302,race_reserved_1302,str,flag
1303,race_reserved_1303,str,flag
1304,race_reserved_1304,str,flag
1305,race_reserved_1305,str,flag
1306,race_reserved_1306,str,flag
1307,race_reserved_1307,str,flag
1308,race_reserved_1308,str,flag
1309,race_reserved_1309,str,flag
1310,race_reserved_1310,str,flag
1311,race_reserved_1311,str,flag
1312,race_reserved_1312,str,flag
1313,race_reserved_1313,str,flag
1314,race_reserved_1314,str,flag
1315,race_reserved_1315,str,flag
1316,race_reserved_1316,str,flag
1317,race_reserved_1317,str,flag
1318,race_reserved_1318,str,flag
1319,race_reserved_1319,str,flag
1320,race_reserved_1320,str,flag
1321,race_reserved_1321,str,flag
1322,race_reserved_1322,str,flag
1323,race_reserved_1323,str,flag
1324,race_reserved_1324,str,flag
1325,race_reserved_1325,str,flag
1326,race_reserved_1326,str,flag
1327,race_reserved_1327,str,flag
1328,runner_speed_best_HDWBestLifetime,float,
1329,runner_speed_best_HDWMostRecentYear,float,
1330,runner_speed_best_HDWSecondYear,float,
1331,runner_speed_best_HDWTrack,float,
1332,runner_numstarts_fastDirt,float,
1333,runner_numwins_fastDirt,float,
1334,runner_numplace_fastDirt,float,
1335,runner_numshow_fastDirt,float,
1336,runner_earnings_fastDirt,float,
1337,runner_keyTrainerStat_1,str,
1338,runner_keyTrainerStat_1_numstarts,float,
1339,runner_keyTrainerStat_1_winPct,float,
1340,runner_keyTrainerStat_1_itmPct,float,
1341,runner_keyTrainerStat_1_ROI2,float,
1342,runner_keyTrainerStat_2,str,
1343,runner_keyTrainerStat_2_numstarts,float,
1344,runner_keyTrainerStat_2_winPct,float,
1345,runner_keyTrainerStat_2_itmPct,float,
1346,runner_keyTrainerStat_2_ROI2,float,
1347,runner_keyTrainerStat_3,str,
1348,runner_keyTrainerStat_3_numstarts,float,
1349,runner_keyTrainerStat_3_winPct,float,
1350,runner_keyTrainerStat_3_itmPct,float,
1351,runner_keyTrainerStat_3_ROI2,float,
1352,runner_keyTrainerStat_4,str,
1353,runner_keyTrainerStat_4_numstarts,float,
1354,runner_keyTrainerStat_4_winPct,float,
1355,runner_keyTrainerStat_4_itmPct,float,
1356,runner_keyTrainerStat_4_ROI2,float,
1357,runner_keyTrainerStat_5,str,
1358,runner_keyTrainerStat_5_numstarts,float,
1359,runner_keyTrainerStat_5_winPct,float,
1360,runner_keyTrainerStat_5_itmPct,float,
1361,runner_keyTrainerStat_5_ROI2,float,
1362,runner_keyTrainerStat_6,str,
1363,runner_keyTrainerStat_6_numstarts,float,
1364,runner_keyTrainerStat_6_winPct,float,
1365,runner_keyTrainerStat_6_itmPct,float,
1366,runner_keyTrainerStat_6_ROI2,float,
1367,runner_jockey_at_distsurf_label,str,check if exists
1368,runner_jockey_at_distsurf_starts,float,
